"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0000819","BP","GO:0000819","sister chromatid segregation",84,0.322471605867554,2.33916555761595,1.33245129657572e-05,0.00256802978267067,0.00242456856127975,1418,"tags=71%, list=46%, signal=40%","GEN1/CENPE/MZT1/KIF18A/SMARCE1/CDK1/TTK/RIOK2/DLGAP5/KNL1/STAG2/NUF2/MIS12/ANAPC4/CENPC/CHMP2B/CEP97/NDC80/SMC2/ABRAXAS1/KIF14/USP44/SMC3/TOP2A/CEP192/CENPI/LATS1/STAG1/ZW10/NIPBL/CENPF/SMC4/CDC27/CHAMP1/BUB1B/KIF11/EML4/RB1/ZWILCH/RAB11A/MAP3K20/NUSAP1/ZNF207/KIF4A/NCAPG/PHF10/KIF23/CLASP2/SMARCA5/ACTL6A/WAPL/NCAPH/BUB1/CDC6/MAPRE1/BRD7/VPS4B/ATM/TOP2B/TPR"
"GO:0010564","BP","GO:0010564","regulation of cell cycle process",202,0.230159292138752,2.09020229341188,1.26195335757715e-05,0.00256802978267067,0.00242456856127975,1531,"tags=68%, list=50%, signal=37%","GEN1/CENPE/ZMPSTE24/BRCA2/DBF4/KIF20B/BRCC3/STXBP4/NABP1/MBTPS2/MTBP/NBN/ATAD5/CDK6/MDM1/SMARCE1/CDK1/DNA2/TTK/SASS6/PKIA/RIOK2/PLRG1/UBE2B/DLGAP5/ECT2/CCNH/KNL1/NUF2/ANAPC4/CDC73/BRIP1/CHMP2B/PHIP/RAD17/SLF1/CEP97/THOC1/SMC5/NDC80/RRM2B/PRPF40A/RRM2/SMC2/ABRAXAS1/TIPRL/RAD51AP1/CDC5L/KIF14/MRE11/PKN2/SIRT1/USP44/MCPH1/ATRX/UFL1/MDM2/UBXN2B/CHORDC1/CCP110/CSPP1/ZW10/CDC7/SMC6/PKD2/CENPF/SMC4/WDR76/STIL/CDC27/TOPBP1/CHEK1/BUB1B/ANXA1/PPP2CA/RDX/KIF11/RB1/CLSPN/CDC42/SLF2/ZWILCH/BARD1/RAB11A/MAP3K20/NUSAP1/TAOK1/BLM/NPM1/ROCK2/APPL1/USP47/XPO1/ZNF207/CSNK2A2/ATR/ZNF655/CEP295/NCAPG/ANLN/SENP6/RBBP8/CCNL1/PHF10/KIF23/SMARCA5/ACTL6A/WAPL/NCAPH/EZH2/BUB1/ATF2/AHCTF1/FEM1B/CDC6/ADAM17/ALMS1/RRM1/MED1/PTPN11/DLG1/BRD7/VPS4B/ATM/DDX3X/TPR/NAE1/PUM2/SETD2/RBL2/BRCA1/PTEN/DTL/RAD18/PBRM1/RAD21/TMOD3/ZFYVE26"
"GO:0071824","BP","GO:0071824","protein-DNA complex organization",211,0.224591750232142,2.04104570793588,1.32679681073329e-05,0.00256802978267067,0.00242456856127975,1751,"tags=78%, list=57%, signal=36%","EEF1AKMT2/HPF1/TAF1B/PRKAA1/CENPE/ZMPSTE24/TAF13/BRCA2/PRKAA2/MYSM1/BRCC3/RNF2/ANP32E/MED6/ZNF518A/GLMN/RIF1/GTF2A1/METTL4/SMARCE1/CDK1/RAG2/PIK3CA/YEATS4/ING3/UBE2B/DLGAP5/VCPKMT/PCGF5/HAT1/UCHL5/MIS12/CENPC/MIER1/TDG/EPC2/CHD1/DEK/PSMC6/USP15/MBTD1/EED/SLF1/SMC5/MMS22L/SMARCAD1/TBL1XR1/ABRAXAS1/CHD9/SMCHD1/ARID4A/BDP1/CGGBP1/SUGT1/HMGB1/SIRT1/DDX21/HELLS/ASF1A/ATRX/IFI16/CENPI/HDGFL3/NUCKS1/SKP1/SUV39H2/SMC6/INO80D/JMJD1C/NIPBL/MED21/ERCC6L/SUZ12/CENPF/CHEK1/CAND1/PIAS1/PHF14/TLK1/RB1/AEBP2/SLF2/SFMBT1/MBD2/VRK1/NPM1/SHPRH/CBX3/HDAC2/SENP6/BAZ1A/RRN3/DCAF13/REST/PSME4/PHF10/SMARCA5/MAP3K7/ACTL6A/UTY/EZH2/RIOX2/BUB1/ATF2/PPHLN1/MTF2/YTHDC1/TET1/SPTY2D1/EMSY/MED1/UBR2/BRD7/RLIM/TPR/NAP1L1/SRPK1/NAA50/RBBP4/CBX5/UBE2A/TOP1/SETD2/BTAF1/RBL2/BRCA1/PBRM1/RAD21/TTF2/OGT/NASP/ASH1L/SLFN11/KNTC1/TRIP12/DNAJC9/DR1/USP7/BPTF/RBM14/CBX6/MYC/FBL/HDAC6/BAG6/UHRF1/SETD1B/KMT2B/CARM1/KDM5C/BRD3/HMGA1/BCL7A/SETD1A/BCORL1/MLLT6/CABIN1/MCM2/DOT1L/PHF19/TRIM28/HCFC1/HMG20B/KAT2A"
"GO:0004888","MF","GO:0004888","transmembrane signaling receptor activity",48,-0.452008976523233,-2.4693530076173,1.62403702459325e-05,0.00304763369009855,0.00287737972556743,890,"tags=62%, list=29%, signal=45%","FZD1/ZNF219/PTPRU/PLXNA1/LPAR5/ADGRB2/ITGB2/PTPRN2/PLXND1/PKD1/PLXNB1/ABCA7/ADGRA2/LRP5/NOTCH1/GPR157/RTN4R/CD72/FZD5/SPHK1/FZD2/LTBP4/PTPRF/SLC22A17/GRID1/FGFR3/TGFBR3L/PLXNB3/ADGRG1/GPR146"
"GO:0000725","BP","GO:0000725","recombinational repair",52,0.38999289143707,2.4456656715023,1.66729260380992e-05,0.00304858039942784,0.00287827354762976,940,"tags=58%, list=30%, signal=41%","GEN1/BRCA2/NABP1/PPP4R2/NBN/RIF1/AUNIP/PARPBP/RNF138/YEATS4/ING3/FANCM/RECQL/EPC2/MBTD1/SLF1/SMC5/MMS22L/RAD51AP1/REV3L/SMCHD1/MRE11/ACTR2/NUCKS1/CDC7/SMC6/NIPBL/PSMD14/CHEK1/RMI1"
"GO:0006325","BP","GO:0006325","chromatin organization",182,0.23569389218218,2.06347463497593,1.84613107929127e-05,0.00329119018160651,0.00310733010082814,1751,"tags=79%, list=57%, signal=36%","EEF1AKMT2/HPF1/PRKAA1/ZMPSTE24/BRCA2/PRKAA2/MYSM1/BRCC3/RNF2/ANP32E/ZNF518A/GLMN/RIF1/METTL4/SMARCE1/CDK1/RAG2/PIK3CA/YEATS4/ING3/UBE2B/VCPKMT/PCGF5/HAT1/UCHL5/MIER1/TDG/EPC2/CHD1/DEK/USP15/MBTD1/EED/SLF1/SMC5/MMS22L/SMARCAD1/TBL1XR1/ABRAXAS1/CHD9/SMCHD1/ARID4A/CGGBP1/HMGB1/SIRT1/DDX21/HELLS/ASF1A/ATRX/IFI16/CENPI/HDGFL3/NUCKS1/SKP1/SUV39H2/SMC6/INO80D/JMJD1C/NIPBL/ERCC6L/SUZ12/CHEK1/PHF14/TLK1/RB1/AEBP2/SLF2/SFMBT1/MBD2/VRK1/NPM1/SHPRH/CBX3/HDAC2/BAZ1A/DCAF13/REST/PSME4/PHF10/SMARCA5/MAP3K7/ACTL6A/UTY/EZH2/RIOX2/BUB1/ATF2/PPHLN1/MTF2/YTHDC1/TET1/SPTY2D1/EMSY/UBR2/BRD7/RLIM/TPR/NAP1L1/SRPK1/NAA50/RBBP4/CBX5/UBE2A/TOP1/SETD2/BTAF1/RBL2/BRCA1/PBRM1/RAD21/TTF2/OGT/NASP/ASH1L/SLFN11/TRIP12/DNAJC9/USP7/BPTF/RBM14/CBX6/MYC/FBL/HDAC6/BAG6/UHRF1/SETD1B/KMT2B/CARM1/KDM5C/BRD3/HMGA1/BCL7A/SETD1A/BCORL1/MLLT6/CABIN1/MCM2/DOT1L/PHF19/TRIM28/HCFC1/HMG20B/KAT2A"
"GO:1901990","BP","GO:1901990","regulation of mitotic cell cycle phase transition",104,0.297348026975094,2.33802094827669,1.89442308710926e-05,0.00329491000833564,0.00311084212198994,1561,"tags=76%, list=51%, signal=39%","GEN1/CENPE/BRCC3/NABP1/MBTPS2/MTBP/NBN/ATAD5/CDK6/SMARCE1/CDK1/TTK/SASS6/PKIA/RIOK2/PLRG1/DLGAP5/CCNH/KNL1/NUF2/ANAPC4/CDC73/RAD17/NDC80/RRM2B/RRM2/ABRAXAS1/KIF14/MRE11/USP44/MDM2/ZW10/CDC7/PKD2/CENPF/STIL/TOPBP1/CHEK1/BUB1B/ANXA1/PPP2CA/RDX/RB1/CLSPN/ZWILCH/BARD1/RAB11A/MAP3K20/TAOK1/BLM/APPL1/USP47/ZNF207/ZNF655/ANLN/RBBP8/PHF10/ACTL6A/EZH2/BUB1/CDC6/ADAM17/RRM1/DLG1/BRD7/VPS4B/ATM/DDX3X/TPR/NAE1/RBL2/BRCA1/PTEN/DTL/PBRM1/RAD21/TMOD3/SLFN11/KNTC1"
"GO:0033044","BP","GO:0033044","regulation of chromosome organization",83,0.316705747802383,2.33325368949992,2.22612269039387e-05,0.00377963831076159,0.00356849141046597,1919,"tags=93%, list=62%, signal=36%","GEN1/CENPE/POT1/NBN/SMARCE1/CDK1/TTK/NEK7/RIOK2/SUB1/DLGAP5/KNL1/NUF2/UCHL5/ANAPC4/SLF1/SMC5/NDC80/SMC2/LIG4/DHX36/MRE11/USP44/MCPH1/ATRX/TOP2A/XRN1/ZW10/SMC6/INO80D/CENPF/SMC4/CDC27/BUB1B/DCP2/RB1/SLF2/ZWILCH/MAP3K20/XRCC5/ZNF207/ATR/NCAPG/SENP6/HNRNPD/PHF10/SMARCA5/ACTL6A/WAPL/NCAPH/BUB1/PPHLN1/HNRNPA2B1/CDC6/BRD7/ATM/TPR/GNL3/PBRM1/RAD21/CCT2/KNTC1/USP7/INCENP/MYC/UPF1/BCL7A/NUMA1/TRIM28/RUVBL2/SMARCA4/TINF2/PML/MAP2K7/NEK6/CENPV/ANAPC2"
"GO:0000781","CC","GO:0000781","chromosome, telomeric region",57,0.371940281696776,2.39059752931015,2.58518520068196e-05,0.00427592877275188,0.00403705694639728,1163,"tags=67%, list=38%, signal=42%","POT1/BRCA2/NABP1/NBN/RIF1/CDK1/DNA2/HAT1/ORC5/CDC73/ORC4/RAD17/SLF1/THOC1/SMC5/LIG4/DHX36/RAD51AP1/ORC2/SMCHD1/MRE11/PPP1CB/ATRX/SSB/SMC6/THOC2/CHEK1/SETX/THOC7/PPP1CC/SLF2/ORC3/XRCC5/BLM/CBX3/HDAC2/ATR/WRN"
"GO:0051726","BP","GO:0051726","regulation of cell cycle",277,0.209737040275223,1.99691320990582,2.63835178798321e-05,0.00427592877275188,0.00403705694639728,1418,"tags=61%, list=46%, signal=36%","GEN1/CENPE/ZMPSTE24/CCNE2/BRCA2/DBF4/KIF20B/BRCC3/STXBP4/BIRC3/NABP1/MBTPS2/MTBP/NBN/THAP5/ATAD5/PCLAF/CDK6/MDM1/SMARCE1/CDK1/DNA2/TTK/SASS6/PKIA/YEATS4/YTHDC2/NEK7/RIOK2/ING3/PLRG1/UBE2B/DLGAP5/ECT2/CCNH/KNL1/MASTL/NUF2/MBIP/UCHL5/ANAPC4/CDC73/BRIP1/CHMP2B/PHIP/ASPM/EPC2/RAD17/MBTD1/SLF1/CEP97/XIAP/THOC1/SMC5/NDC80/RRM2B/EIF4E/PRPF40A/BTG3/RRM2/SMC2/ABRAXAS1/FZD3/TIPRL/RAD51AP1/CDC5L/UHRF2/KIF14/MRE11/PKN2/SIRT1/USP44/MCPH1/CDKN3/ATRX/UFL1/MDM2/UBXN2B/LATS1/CHORDC1/CCP110/IPO7/CSPP1/ZW10/CDC7/SMC6/INO80D/PNPT1/PKD2/CENPF/SMC4/WDR76/STIL/CDC27/TOPBP1/CHEK1/INTS13/BUB1B/ANXA1/PPP2CA/RDX/CCNT2/KIF11/RB1/CLSPN/CASP3/GTF2H1/CDC42/SLF2/ZWILCH/BARD1/RAB11A/MAP3K20/UHMK1/NUSAP1/TAOK1/ITGB1/BLM/NPM1/ROCK2/APPL1/USP47/XPO1/PRR11/ZNF207/TARDBP/CSNK2A2/HERC5/ATR/CCNA2/ZNF655/CEP295/NCAPG/ANLN/SENP6/RBBP8/RPS6KB1/CCNL1/PHF10/PTPRC/KIF23/SMARCA5/CCNT1/MAP3K7/ACTL6A/SDCBP/WAPL/NCAPH/EZH2/BUB1/ATF2/GTPBP4/AHCTF1/PPM1A/FEM1B/CDC6/ADAM17/ALMS1/RRM1/MED1/PTPN11/DLG1/BRD7/VPS4B/ATM/TBRG1/DDX3X/TPR"
"GO:0006397","BP","GO:0006397","mRNA processing",139,0.262536519145461,2.17336833184559,3.15213454593435e-05,0.00499508254379063,0.00471603568556634,1330,"tags=63%, list=43%, signal=37%","RBM27/PPIL3/ZNF326/PUS7L/CWC22/PPP4R2/LARP7/PTBP3/SREK1/PLRG1/LSM5/SNRPB2/CDC73/SYNCRIP/RBM25/THOC1/FRA10AC1/PRPF40A/RBMXL1/TENT2/CDC40/SCAF11/DHX36/DDX20/ZRANB2/CDC5L/SNRNP48/PPWD1/TIA1/TRUB1/SREK1IP1/PTBP2/RBM26/NCBP2/CSTF3/AQR/SRSF10/RBM3/PAXBP1/LSM8/PNPT1/SRSF11/RBM4/GCFC2/THOC2/PRPF4B/HNRNPA3/PNN/SETX/HNRNPH1/THOC7/QKI/RPRD1A/TGS1/DHX9/BARD1/PRPF38B/LUC7L3/CPSF2/CNOT6L/ZC3H13/NPM1/SLTM/PAPOLA/TARDBP/MTREX/NUDT21/METTL14/CSTF2T/DDX1/PRPF38A/MBNL3/XRN2/REST/SNRPD1/TRA2B/TSEN15/ZCCHC8/HNRNPR/SRSF3/NCBP1/HNRNPH3/RBMX/HNRNPA2B1/YTHDC1/SLU7/MTPAP"
"GO:0006260","BP","GO:0006260","DNA replication",105,0.287022664316026,2.25083098621616,3.59286196494105e-05,0.00554885542575968,0.00523887242553401,1530,"tags=75%, list=50%, signal=39%","GEN1/ZMPSTE24/CCNE2/BRCA2/DBF4/POLE2/NBN/ATAD5/PCLAF/METTL4/CDK1/DNA2/PRIM1/USP37/PRIM2/FANCM/RECQL/ORC5/UCHL5/ORC4/NOC3L/CCDC88A/RAD17/THOC1/RRM2B/MMS22L/RRM2/LIG4/REV3L/ORC2/MRE11/SMC3/ASF1A/ESCO2/POLK/ATRX/NUCKS1/DSCC1/CDC7/INO80D/FAM111B/TOPBP1/MAP2K4/CHEK1/RMI1/RFC1/PPP2CA/DHX9/BARD1/ORC3/ESCO1/BLM/ATR/CCNA2/BOD1L1/WRN/RBBP8/SSBP1/BAZ1A/RFC3/POLD3/SMARCA5/RBMS1/ACTL6A/WAPL/MCM8/GTPBP4/CDC6/RRM1/TBRG1/NAP1L1/WDHD1/RBBP4/TOP1/BRCA1/PDS5A/DTL/FAM111A/NASP"
"GO:0022857","MF","GO:0022857","transmembrane transporter activity",129,-0.313234366859584,-2.22750754133053,3.65721785178383e-05,0.00554885542575968,0.00523887242553401,952,"tags=52%, list=31%, signal=38%","ATP2A3/SLC1A4/CYB561A3/SLC19A1/TOMM40/SLC39A3/NDUFV1/PIEZO1/TPCN1/SLC41A3/KCNAB2/KCNQ3/ABCG1/UQCRC1/KCNA3/MFSD12/TPCN2/SLCO4A1/SPNS3/PKD1/NDUFS8/SLC23A1/CACNA1H/ANO9/ABCA7/SLC12A4/SPNS2/SLC25A1/SLC9A3/COX5B/SLC25A45/SLC25A6/GSDMD/LRRC8A/NDUFB7/NDUFA3/TTYH3/SLC16A13/SLC2A6/TMC6/MFSD10/NDUFS7/ORAI1/KCNH2/SLC2A1/ATP5F1D/ATP13A2/CPLX1/SLC27A5/SLC22A18/KCNJ11/MFSD3/TMEM120A/ANO8/SLC22A17/SLC29A4/GRID1/CACNA1I/ABCA2/SLC27A1/HCN2/SLC35E4/SLC6A8/KCNJ4/ABCA3/SLC16A3/TRPM5"
"GO:0140013","BP","GO:0140013","meiotic nuclear division",39,0.442783442739038,2.56209689633892,3.82173914861284e-05,0.00562994485283426,0.00531543184741609,711,"tags=54%, list=23%, signal=42%","CCNE2/BRCA2/C14orf39/KIF18A/TTK/UBE2B/SYCP2/FANCM/MASTL/NUF2/ORC4/BRIP1/CENPC/ASPM/NDC80/SMC2/RAD51AP1/NDC1/MRE11/TOP2A/ACTR2"
"GO:0000280","BP","GO:0000280","nuclear division",114,0.281048020681199,2.24275903306737,3.86856398525983e-05,0.00562994485283426,0.00531543184741609,1299,"tags=63%, list=42%, signal=38%","GEN1/CENPE/REEP3/CCNE2/BRCA2/KIF20B/C14orf39/MZT1/MTBP/KIF18A/CDK1/TTK/UBE2B/DLGAP5/SYCP2/FANCM/KNL1/STAG2/MASTL/NUF2/MIS12/ORC4/BRIP1/CENPC/CHMP2B/PHIP/ASPM/CEP97/NDC80/SMC2/ABRAXAS1/RAD51AP1/NDC1/KIF14/MRE11/USP44/SMC3/TOP2A/CEP192/ACTR2/CENPI/UBXN2B/STAG1/ZW10/NIPBL/CENPF/SMC4/CHAMP1/CHEK1/RMI1/BUB1B/KIF11/EML4/RB1/CDC42/ZWILCH/RAB11A/SGO1/NUSAP1/ZNF207/KIF4A/NCAPG/ANLN/DCAF13/BROX/KIF23/CLASP2/SMARCA5/WAPL/NCAPH/ACTR3/BUB1"
"GO:0003735","MF","GO:0003735","structural constituent of ribosome",54,-0.422488574166372,-2.38848262475889,3.9535978917602e-05,0.00563862131322839,0.00532362360330489,1492,"tags=91%, list=48%, signal=48%","RPL7A/RPL10A/RPS2/RPLP0/RPL32/RPL3/MRPL34/MRPL52/MRPL20/RPL38/RPL18/RPS14/RPS12/MRPS2/UBA52/RPL37/MRPL57/RPS11/RPS3/RPS19/RPL36/RPS9/RPL29/RPL10/RPL41/FAU/MRPL23/RPL30/RPS16/RPLP1/RPS21/RPL35/MRPL4/RPL27/MRPL28/RPL37A/RPLP2/RPL8/RPS15/MRPS12/MRPS34/RPS5/RPL13/IMP3/MRPL55/MRPL41/RPL13A/RPL28/MRPL12"
"GO:0003677","MF","GO:0003677","DNA binding",494,0.170188704725205,1.78111071784578,4.06430393298605e-05,0.00568285320512226,0.00536538451091409,1256,"tags=51%, list=41%, signal=36%","ZNF850/ZNF140/ZNF566/GEN1/TAF1B/TSNAX/ZBTB6/ZNF583/ZNF85/POT1/ZMPSTE24/ZNF14/TAF13/ZMYM6/ZNF100/ZNF117/ZNF92/BRCA2/POLE2/ZNF567/TAF1A/MIS18BP1/MYSM1/ZNF326/ZNF181/ZFY/HSF2/NABP1/ZNF480/ZNF280C/ZNF605/MED6/ZNF518A/NBN/THAP5/ATAD5/ZNF37A/GTF2A1/TAF1D/BCLAF1/LCORL/ZMAT1/AUNIP/PARPBP/SMARCE1/ZFP1/RAG2/DNA2/ZNF525/RNF138/ZNF107/ZNF182/ZNF708/SUB1/ZNF569/CARF/ZNF254/ZNF44/BCLAF3/ZNF721/ZNF678/PRIM2/ZBTB41/PMS1/ZNF551/SYCP2/ZNF714/FANCM/ZNF782/RECQL/ZNF680/ORC5/ZBTB33/DMTF1/ZNF267/ZNF669/IKZF2/ORC4/ZNF146/BRIP1/ZNF148/CENPC/TDG/ZNF644/CHD1/DEK/SP3/ZNF431/ZNF510/SNAPC1/THOC1/ZNF273/FOXN2/SMC5/ZNF430/MMS22L/SMARCAD1/TBL1XR1/NR2C1/ZNF654/SMC2/IKZF5/RFXAP/LIG4/ZNF24/ZNF738/ZNF136/DHX36/CHD9/RAD51AP1/DDX20/CDC5L/REV3L/ORC2/ZNF81/SMCHD1/ZC3H8/ZNF33B/NFYB/SP4/ARID4A/CGGBP1/UHRF2/HMGB1/ZHX1/MRE11/ZNF43/ZFP14/SIRT1/SMC3/DICER1/TOPORS/ZNF562/PHF6/POLK/ATRX/TOP2A/ZNF26/NCBP2/TCEA1/IFI16/ZNF184/ZBTB14/UPF2/ZNF891/ZMYM4/IKZF3/PAXBP1/NUCB2/NUCKS1/ELK4/DSCC1/ZNF138/XRN1/PDS5B/ZW10/ZNF121/AKAP9/TFAM/SUV39H2/SMC6/ZNF286A/ZNF302/JMJD1C/GABPB2/MYNN/GTF3C3/ZNF761/ZNF770/SWAP70/RBAK/ZNF711/ERCC6L/SUZ12/GCFC2/PHC3/SMC4/WDR76/PUM3/GPBP1/TOPBP1/ZNF33A/PNN/CERS6/GABPA/G3BP1/SETX/RFC1/FUBP1/PIAS1/ZNF91/THAP12/TEAD1/GTF2F2/TDP2/ZNF22/SMAD5/NEIL3/DHX9/RB1/ZNF451/CLSPN/CREB1/KLF12/AEBP2/MBD2/LUC7L3/TMF1/SMAD2/ZBTB44/ORC3/CCAR1/NUSAP1/XRCC5/BLM/NPM1/SHPRH/SLTM/HMGB3/ZNF207/SSBP2/TARDBP/HDAC2/TRIM33/ZNF664/TDP1/ATR/ZNF281/KIF4A/ZNF655/HNRNPDL/WRN/MGA/MYEF2/RBBP8/SSBP1/SOD2/MORC3/BAZ1A/DDX1/CEBPG/HNRNPD/EXO1/LBR/XRN2/RRN3/REST/POLR2B/RFC3/SMARCA5/CCNT1/RBMS1/ACTL6A"
"GO:0005179","MF","GO:0005179","hormone activity",5,-0.887196110210697,-2.15890816059228,4.19837677399699e-05,0.00575742784141779,0.00543579308633294,354,"tags=100%, list=11%, signal=89%","ERFE/METRN/ADM/STC1"
"GO:0006275","BP","GO:0006275","regulation of DNA replication",45,0.394187281764865,2.37136038751726,5.16115515935334e-05,0.00694418819648088,0.00655625588862442,1335,"tags=78%, list=43%, signal=45%","ZMPSTE24/DBF4/NBN/ATAD5/METTL4/CDK1/DNA2/USP37/ORC5/UCHL5/CCDC88A/RAD17/SMC3/ESCO2/ATRX/NUCKS1/DSCC1/CDC7/INO80D/MAP2K4/PPP2CA/DHX9/ORC3/ESCO1/BLM/ATR/CCNA2/SSBP1/BAZ1A/RFC3/SMARCA5/ACTL6A/WAPL/GTPBP4/CDC6"
"GO:0043235","CC","GO:0043235","receptor complex",33,-0.495854570103487,-2.42808009175625,5.28404480407874e-05,0.00697787472183065,0.00658806053935431,840,"tags=67%, list=27%, signal=49%","ITGA5/PLXNA1/IRS1/ITGB2/PTPRN2/TRBC1/TM7SF2/PLXND1/NOTCH3/AMN/PLXNB1/TRAC/LRP5/NOTCH1/ZAP70/LRP1/TRBV7-2/ITGB7/ITGB4/FGFR3/TRAF1/PLXNB3"
"GO:0044391","CC","GO:0044391","ribosomal subunit",63,-0.3901777385211,-2.33088940450537,7.05407221882872e-05,0.00914592527135774,0.00863499443284755,1492,"tags=86%, list=48%, signal=45%","RPL7A/RPL10A/RPS2/RPLP0/RPL32/RACK1/RPL3/MRPL34/MRPL52/MRPL20/RPL38/RPL18/RPS14/SNU13/RPS12/MRPS2/UBA52/RPL37/MRPL57/RPS11/RPS3/RPS19/RPL36/RPS9/RPL29/RPL10/RPL41/FAU/AURKAIP1/MRPL23/RPL30/RPS16/RPLP1/RPS21/GADD45GIP1/RPL35/MRPL4/RPL27/MRPL28/RPL37A/RPLP2/RPL8/RPS15/MRPS12/MRPS34/RPS5/MRPS26/RPL13/IMP3/MRPL55/MRPL41/RPL13A/RPL28/MRPL12"
"GO:0006974","BP","GO:0006974","DNA damage response",242,0.208592991375189,1.95561813695384,7.21555103749121e-05,0.00918823115149104,0.00867493692402139,1256,"tags=55%, list=41%, signal=35%","HPF1/EEF1E1/GEN1/UBE2W/POT1/ZMPSTE24/BRCA2/POLE2/BRCC3/STXBP4/NABP1/C14orf39/MBTPS2/PPP4R2/NBN/ATAD5/RIF1/BCLAF1/PCLAF/AUNIP/PARPBP/SMARCE1/CDK1/DNA2/RNF138/YEATS4/USP45/ING3/UBE2B/UBE2V1/PMS1/FANCM/MASTL/RECQL/GTF2H3/UCHL5/BRIP1/TDG/PMAIP1/EPC2/VAV3/DEK/RAD17/MBTD1/SLF1/XIAP/THOC1/SMC5/RRM2B/MMS22L/SMARCAD1/TIGAR/ABRAXAS1/LIG4/ALKBH8/TIPRL/RAD51AP1/CDC5L/REV3L/SMCHD1/FANCL/UBE2V2/SUMO1/HMGB1/MRE11/SIRT1/USP44/SMC3/TOPORS/ASF1A/ESCO2/POLK/ATRX/CCDC117/UFL1/TOP2A/IFI16/ACTR2/MDM2/USP1/NUCKS1/PDS5B/CDC7/SMC6/ZGRF1/INO80D/NIPBL/WDR76/PSMD14/TOPBP1/ATXN3/CHEK1/SETX/RMI1/RFC1/TDP2/TLK1/PPP4R3B/NEIL3/DHX9/CLSPN/PPP4R3A/CASP3/GTF2H1/SLF2/BARD1/MAP3K20/VRK1/XRCC5/TAOK1/BLM/NPM1/USP47/SHPRH/CBX3/TDP1/ATR/BOD1L1/WRN/MTREX/SUPT20H/RBBP8/SOD2/DDX1/CEBPG/EXO1/PSME4/PHF10/RFC3/POLD3/SMARCA5/ACTL6A"
"GO:0045930","BP","GO:0045930","negative regulation of mitotic cell cycle",66,0.33541915526002,2.26613178617722,7.34935160324208e-05,0.00919442566363496,0.00868078538399563,1561,"tags=80%, list=51%, signal=41%","GEN1/BRCC3/NABP1/MBTPS2/MTBP/NBN/CDK1/TTK/YTHDC2/KNL1/NUF2/CDC73/RAD17/NDC80/BTG3/ABRAXAS1/FZD3/MRE11/USP44/MDM2/ZW10/PKD2/CENPF/TOPBP1/CHEK1/BUB1B/RB1/CLSPN/ZWILCH/BARD1/MAP3K20/TAOK1/BLM/USP47/ZNF207/ZNF655/RBBP8/EZH2/BUB1/ATF2/CDC6/DLG1/BRD7/ATM/TPR/NAE1/RBL2/BRCA1/PTEN/DTL/RAD21/SLFN11/KNTC1"
"GO:1901991","BP","GO:1901991","negative regulation of mitotic cell cycle phase transition",57,0.356345151519111,2.29036186916084,7.85422686773182e-05,0.0094988881017242,0.00896823923693111,1561,"tags=82%, list=51%, signal=42%","GEN1/BRCC3/NABP1/MBTPS2/NBN/CDK1/TTK/KNL1/NUF2/CDC73/RAD17/NDC80/ABRAXAS1/MRE11/USP44/MDM2/ZW10/PKD2/CENPF/TOPBP1/CHEK1/BUB1B/RB1/CLSPN/ZWILCH/BARD1/TAOK1/BLM/USP47/ZNF207/ZNF655/RBBP8/EZH2/BUB1/CDC6/DLG1/BRD7/ATM/TPR/NAE1/RBL2/BRCA1/PTEN/DTL/RAD21/SLFN11/KNTC1"
"GO:0000070","BP","GO:0000070","mitotic sister chromatid segregation",66,0.334136797864443,2.25746802678904,7.8591277240461e-05,0.0094988881017242,0.00896823923693111,1418,"tags=73%, list=46%, signal=40%","GEN1/CENPE/MZT1/KIF18A/CDK1/TTK/DLGAP5/KNL1/STAG2/NUF2/MIS12/CENPC/CHMP2B/CEP97/NDC80/SMC2/ABRAXAS1/KIF14/USP44/SMC3/CEP192/CENPI/STAG1/ZW10/NIPBL/CENPF/SMC4/CHAMP1/BUB1B/KIF11/EML4/RB1/ZWILCH/RAB11A/NUSAP1/ZNF207/KIF4A/NCAPG/KIF23/CLASP2/SMARCA5/WAPL/NCAPH/BUB1/MAPRE1/VPS4B/ATM/TPR"
"GO:0046434","BP","GO:0046434","organophosphate catabolic process",21,-0.553133117896445,-2.34955065484107,0.00010222830288238,0.0121498337975708,0.0114710916708017,416,"tags=48%, list=13%, signal=41%","NTHL1/NT5M/DNPH1/NUDT8/GDPD3/SMPD3/PDXP/NEIL1/PNPLA7/SMPD1"
